name,one_liner,website,team_size,batch,location,industry,tags
Intryc,Intryc uses AI to automate quality assurance for customer support,https://intryc.com,14.0,Summer 2024,"San Francisco, CA, USA; Remote",B2B,Customer Success; Analytics; Customer Support; Operations
Taskade,One prompt. One app. One living workspace for teams.,https://www.taskade.com,14.0,Summer 2019,"San Francisco, CA, USA",B2B,Artificial Intelligence; Generative AI; SaaS; B2B; Collaboration
Waydev,"The Engineering Intelligence Platform | DORA, SPACE, DX, CORE 4 ",https://waydev.co/,13.0,Winter 2021,"Menlo Park, CA, USA",B2B,AI-Enhanced Learning; Enterprise; Data Engineering; Data Visualization; AI
Caribou,Full-stack Transfer Pricing for global startups,https://usecaribou.com,13.0,Winter 2019,"London, England, United Kingdom",Fintech,Fintech; SaaS; B2B; LegalTech
Mederva Health,Longevity medicine for the 99%.,https://medervahealth.com/,13.0,Winter 2022,"San Francisco, CA, USA",Healthcare,Consumer Health Services; Telehealth; Digital Health; Healthcare
Courtyard.io,"A frictionless, safe, and fun experience to invest in collectibles",https://courtyard.io,13.0,Winter 2022,"San Francisco, CA, USA; Remote",Fintech,Marketplace; Sports Tech; Consumer
Telmai,Automated data observability and quality for Data Lake,https://www.telm.ai/,12.0,Summer 2021,"San Francisco, CA, USA; Foster City, CA, USA; Remote",B2B,Analytics; AI; ML
Cosine,Fully Agentic SWE,http://www.cosine.sh,12.0,Winter 2023,"London, England, United Kingdom",B2B,Artificial Intelligence; Developer Tools; Generative AI; Machine Learning; NLP
Atlas,"Operating system for restaurants, focusing on Southeast Asia",https://atlas.kitchen,12.0,Summer 2021,"Singapore, Singapore",B2B,Restaurant Tech
Svix,"Enterprise ready webhooks service, open-source and in the cloud",https://www.svix.com,12.0,Winter 2021,"New York, NY, USA; San Francisco, CA, USA; Remote",B2B,Developer Tools; Open Source; API
Gigwell,Building the Future of Live Event Bookings.,https://www.gigwell.com,12.0,Winter 2016,"Los Angeles, CA, USA",B2B,Marketplace; SaaS; Entertainment
Infinia,Move money programmatically,https://www.infiniaweb.com/,12.0,Winter 2023,,Fintech,Payments; Cryptocurrency
inBuild,Workflow Automation for Construction Finance ,https://www.inbuild.ai/,12.0,Winter 2023,"Wilmington, DE, USA; San Francisco, CA, USA; Aspen, CO, USA",B2B,AI-Enhanced Learning; Fintech; Payments; Construction; Proptech
DeepSource,"Unified DevSecOps platform, helping developers ship good code.",https://deepsource.com/,12.0,Winter 2020,"San Francisco, CA, USA",B2B,Developer Tools; SaaS; AI; AI Assistant
Cartage,Autonomous freight coordination,https://cartage.ai,12.0,Summer 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; Machine Learning; Workflow Automation; Logistics; Supply Chain
Vendah,Vendah is building a Faire-style marketplace for LATAM’s +50M…,https://vendah.com.br/,12.0,Winter 2023,"São Paulo, SP, Brazil",Consumer,Marketplace
Dover,Your startup's all-in-one recruiting solution,https://dover.com,12.0,Summer 2019,"New York, NY, USA; Remote",B2B,B2B; Recruiting
Aden,Scale AI agents profitably,https://adenhq.com/,12.0,Winter 2020,"San Francisco, CA, USA",B2B,Developer Tools; Infrastructure; AI
Skypher,AI agent for Compliance Questionnaires Automation,https://skypher.co,12.0,Winter 2020,"New York, NY, USA",B2B,Artificial Intelligence; Generative AI; Compliance; Cybersecurity; AI Assistant
Typewise,Boosting customer service and sales productivity by 2-3x.,https://typewise.app,12.0,Summer 2022,"Zürich, ZH, Switzerland",B2B,Machine Learning; B2B; Productivity; API; AI
Paladin,We deploy autonomous drones to 911 calls. Our software gives first…,http://paladindrones.io,12.0,Summer 2018,"Houston, TX, USA",Industrials,SaaS; Drones; GovTech
Heimdal,Affordable and verified direct air carbon capture and storage,https://www.heimdalccu.com,12.0,Summer 2021,"Denver, CO, USA",Industrials,Carbon Capture and Removal; Climate
Letter AI,"Empowering B2B sellers with AI-powered training, coaching, and content",https://www.letter.ai,12.0,Summer 2023,"Chicago, IL, USA",B2B,
Zensors,AI to understand and automates the physical world,https://www.zensors.com,12.0,Summer 2021,"San Francisco, CA, USA",B2B,AIOps; Artificial Intelligence
Distro,The AI co-pilot for sales reps at industrial wholesale distributors.,https://distro.app,11.0,Summer 2024,"Palo Alto, CA, USA",B2B,SaaS; B2B; Manufacturing; Supply Chain; AI
AirMyne,Building systems to remove carbon dioxide from air at industrial scale,http://www.airmyne.com,11.0,Winter 2022,"Berkeley, CA, USA",Industrials,Carbon Capture and Removal; Hard Tech; Hardware; Climate
Legion Health,"AI-native psychiatry, built for scale and covered by insurance",https://legionhealth.com,11.0,Summer 2021,"San Francisco, CA, USA",Healthcare,Artificial Intelligence; Consumer Health Services; Telehealth; Healthcare; Mental Health
Capitol AI,"Model-agnostic AI for enterprises: governed, embedded, decision-grade.",https://www.capitol.ai/,11.0,Summer 2024,"Washington, DC, USA",B2B,AI-Enhanced Learning; Artificial Intelligence; Workflow Automation; Analytics; Media
Odys Aviation,Vertical takeoff and landing aircraft for major airlines,https://www.odysaviation.com/,11.0,Summer 2021,"Los Angeles, CA, USA",Industrials,Hard Tech; Airplanes; Climate
Conduit,Conversational AI agents for Customer Service.,https://conduit.ai/?utm_source=referral&utm_medium=organic&utm_campaign=ycombinator,11.0,Winter 2024,"San Francisco, CA, USA",B2B,Messaging; Sales; Customer Service; Customer Support; AI
Findly,Co-pilot for Business Intelligence,https://www.findly.ai/join,11.0,Summer 2022,"London, England, United Kingdom",B2B,Artificial Intelligence; Generative AI; B2B; Chatbot; Data Engineering
mdhub,"AI workers for healthcare clinics, starting with behavioral health",https://www.mdhub.ai/,11.0,Summer 2024,,Healthcare,
Wasmer,The Operating System for Edge Computing,https://wasmer.io,11.0,Summer 2019,"San Francisco, CA, USA; Remote",B2B,Developer Tools; Open Source
Flockjay,"AI-driven learning, content, and coaching for sales teams",https://flockjay.com,10.0,Winter 2019,"San Francisco, CA, USA; Remote",B2B,Artificial Intelligence; SaaS; eLearning; Productivity; Sales
Swadesh,"We setup Immigrants with a free US Bank Account, Credit Card, SIM…",http://www.swadesh.co,10.0,Summer 2019,"New York, NY, USA; New Delhi, DL, India",Fintech,Fintech; Remittances; Immigration
Kontigo,USDC-Smart Neobank for Latinos. ,https://kontigo.lat/,10.0,Summer 2024,,Fintech,
Drillbit,Automating Office Work for Residential Contractors.,https://www.drillbit.com,10.0,Summer 2024,"Austin, TX, USA",B2B,Artificial Intelligence; Home Services
Diffuse Bio,Generative AI for protein design,http://diffuse.bio,10.0,Winter 2023,"San Carlos, CA, USA",Healthcare,AI-powered Drug Discovery; Deep Learning; Generative AI; Machine Learning; Biotech
Piramidal,Foundation Model for the Brain,https://piramidal.ai,10.0,Winter 2024,"New York, NY, USA",Healthcare,
Alguna,AI-Native CPQ & Billing for Modern Pricing Models,https://alguna.com,10.0,Summer 2023,"San Francisco, CA, USA; Remote",B2B,Artificial Intelligence; Fintech; SaaS; B2B; Enterprise
Contrario,Fill critical roles faster with AI-empowered recruiters,https://contrario.ai,10.0,Winter 2025,"San Francisco, CA, USA",B2B,SaaS; Recruiting; AI
Phonely,AI call centers ,https://phonely.ai,10.0,Summer 2024,,B2B,
Oway,AI Infrastructure for America’s Empty Truck Space,https://www.shipoway.com,10.0,Summer 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; B2B; Logistics; Infrastructure
CodeAnt AI,AI Code Health Platform,https://codeant.ai/,10.0,Winter 2024,"San Francisco, CA, USA",B2B,
Letterdrop,Book more meetings with conversational intent,https://letterdrop.com,10.0,Winter 2020,"New York, NY, USA",B2B,Generative AI; Sales; Marketing
AlgoUniversity,Building Job driven Virtual Tech University for India 🇮🇳,http://algouniversity.com/,10.0,Summer 2021,"Hyderabad, Telangana, India",Education,Education; Income Share Agreements; eLearning
Dots 💸,Developer friendly drop in payouts infrastructure,https://usedots.com,10.0,Summer 2021,"San Francisco, CA, USA",Fintech,Fintech; Payments; API; Creator Economy
Posh,Rapidly deployable energy solutions for modern commercial and…,https://www.poshenergy.com,10.0,Winter 2022,"San Francisco, CA, USA",Industrials,Energy Storage
Wyndly,Life's better without allergies,https://www.wyndly.com,10.0,Winter 2021,"New York, NY, USA; Remote",Healthcare,Consumer Health Services; Consumer; Digital Health; Healthcare
Windmill,Open-source platform to turn scripts into internal apps & workflows,https://windmill.dev,10.0,Summer 2022,"Paris, Île-de-France, France",B2B,Developer Tools; SaaS; B2B; Workflow Automation; Open Source
Axle,Universal API for insurance,https://axle.insure,10.0,Summer 2022,"New York, NY, USA",Fintech,Artificial Intelligence; Developer Tools; Fintech; B2B; Insurance
Dart,The only truly AI-native project management tool,https://www.dartai.com,10.0,Winter 2022,"San Francisco, CA, USA",B2B,Artificial Intelligence; Generative AI; B2B; Productivity; AI
Tank Payments,Modern financial infrastructure for the trucking industry.,https://www.tankpayments.com/,10.0,Summer 2022,"Austin, TX, USA",Fintech,Fintech; SaaS; Payments; Logistics; Supply Chain
Activepieces,"Open-source, AI-first and no-code business automation tool",https://www.activepieces.com,10.0,Summer 2022,"San Francisco, CA, USA",B2B,Workflow Automation; Open Source; No-code; Enterprise Software; AI
OneStopKitchen,AI-Driven Tech & Space Optimization to Scale Restaurants,https://onestopkitchen.com/,10.0,Summer 2021,"Sunnyvale, CA, USA",Consumer,Ghost Kitchens; E-commerce; AI
Axross Pte Ltd,AI-driven HVAC control system for improved energy performance,https://www.axross.co/,10.0,Winter 2022,"Singapore, Singapore; Jakarta, Jakarta, Indonesia",B2B,B2B; Manufacturing; AI
TeamOut,Online marketplace for team retreat venues,https://www.teamout.com/,10.0,Winter 2022,"Los Angeles, CA, USA; Remote",B2B,Marketplace; Travel
Asha Health,We help medical practices become AI-native,https://asha.health,9.0,Fall 2024,"New York, NY, USA",Healthcare,
Decoda Health,AI-powered platform automating medical practice operations,https://decodahealth.com/,9.0,Summer 2023,"San Francisco, CA, USA",Healthcare,Artificial Intelligence; Messaging; Digital Health; Healthcare IT; Billing
Prosper,AI Phone Agents for Healthcare Operations,https://www.getprosper.ai?utm_source=yc&utm_medium=directory&utm_campaign=yc_directory,9.0,Summer 2023,"New York, NY, USA",B2B,Health Tech; B2B; Healthcare; AI
Syntra,AI chart review for speciality medical clinics.,https://www.syntra.com,9.0,Summer 2024,"San Francisco, CA, USA",Healthcare,Artificial Intelligence; Healthcare IT; Billing
Assembly HOA,AI-enabled HOA Management Company,https://assemblyhoa.com,9.0,Summer 2024,"San Francisco, CA, USA",Real Estate and Construction,Fintech; Real Estate; Housing; Proptech; AI
iSono Health,AI-powered platform for Accessible and Personalized Breast Health…,http://www.isonohealth.com,9.0,Winter 2016,"San Francisco, CA, USA",Healthcare,Artificial Intelligence; Consumer Health Services; Medical Devices
SafeBeat,Guiding cardiac therapeutics - all from your phone,https://safebeat.com,9.0,Summer 2021,"San Francisco, CA, USA",Healthcare,AI-Enhanced Learning; Medical Devices; Therapeutics
Varos,AI Business Analysts to gather requirements and optimize processes,http://varos.com,9.0,Summer 2021,"San Francisco, CA, USA",B2B,SaaS; B2B; Analytics
Conduit,Air Traffic Control for Warehouses,http://helloconduit.com,9.0,Winter 2023,"San Francisco, CA, USA",B2B,SaaS; B2B; Logistics; Transportation; Enterprise Software
Tab,"Revolutionising the way travellers discover, plan and book a trip",https://www.tab.travel,9.0,Winter 2015,"London, England, United Kingdom",Consumer,Fintech; Marketplace; Travel
Trigger.dev,Build and deploy fully‑managed AI agents and workflows,https://trigger.dev,9.0,Winter 2023,"London, England, United Kingdom",B2B,Developer Tools; SaaS; B2B; Open Source; AI
Strong Compute,10x-1000x faster compute for Neural Network training,https://strongcompute.com,8.0,Winter 2022,"Sydney, NSW, Australia",B2B,Artificial Intelligence; Machine Learning; Cloud Computing
goodfin,Building the next generation of wealth,http://www.goodfin.com,8.0,Winter 2022,"San Francisco, CA, USA",Fintech,Artificial Intelligence; Fintech
TransAstra Corporation,"Orbital logistics: Unleashing space industry, from Earth to asteroids",https://www.transastra.com,8.0,Summer 2021,"Los Angeles, CA, USA",Industrials,Space Exploration
Cotera,The fastest way to build an AI agent,https://cotera.co,8.0,Winter 2022,"New York, NY, USA",B2B,Artificial Intelligence; Analytics; Marketing
Strac,"Data Discovery, DLP, DSPM for SaaS, Cloud, Gen AI & Endpoints",https://www.strac.io/,8.0,Winter 2022,"Bellevue, WA, USA",B2B,Generative AI; SaaS; Security; Enterprise; AI
Bemlo,AI-native scheduling and workforce management platform for healthcare,https://www.bemlo.com/en,8.0,Winter 2022,"Stockholm, Stockholm County, Sweden",Healthcare,Artificial Intelligence; SaaS; B2B; Healthcare; Enterprise Software
Senso,Control what AI says about you,http://www.senso.ai,8.0,Winter 2024,"Toronto, ON, Canada",B2B,Artificial Intelligence; Generative AI; AI Assistant
TrueClaim,"Transparent, AI-powered healthcare TPA.",https://www.trytrueclaim.com,8.0,Winter 2024,"San Francisco, CA, USA; Remote",Healthcare,
Third Chair,Automating complex legal workflows with human lawyers in the loop.,https://usethirdchair.com,8.0,Spring 2025,"San Francisco, CA, USA; Remote",B2B,
Biodock,Cloud AI microscopy automation,https://www.biodock.ai,8.0,Winter 2021,"Austin, TX, USA",Healthcare,Artificial Intelligence; Deep Learning; SaaS
Leadbay,Discover and qualify SMB leads that couldn't be found before.,https://leadbay.ai/,8.0,Fall 2025,"San Francisco, CA, USA",B2B,B2B; Sales; AI
Depot,Build faster. Waste less time.,https://depot.dev,8.0,Winter 2023,Remote,B2B,Developer Tools; DevOps
Autonomous Technologies Group,Superintelligent financial advisor,https://becomeautonomous.com/,8.0,Fall 2025,"New York, NY, USA",Fintech,Artificial Intelligence; Consumer Finance
Speedy Labs,Maximize profits with AI-powered rebate management.,https://speedylabs.ai/,8.0,Winter 2023,Remote,B2B,
Dialect,Making internet experiences distributable and actionable everywhere,https://dialect.to,8.0,Summer 2020,"New York, NY, USA",B2B,Crypto / Web3; B2B
ShortLoop,Phone AI that Captures Every Dealership Revenue Opportunity,https://shortloop.dev/,8.0,Winter 2023,"San Francisco, CA, USA",B2B,Generative AI; B2B; AI; Automotive
Berry,Scale customer success and onboarding with AI ,https://berryai.com/,8.0,Winter 2023,"San Francisco, CA, USA; Remote",B2B,Artificial Intelligence; Generative AI; Customer Success; AI; Conversational AI
Indemni,Cargo Theft and Fraud Prevention Platform,http://www.indemni.com,7.0,Winter 2024,"San Francisco, CA, USA",B2B,Identity; Logistics; Supply Chain; Fraud Prevention; Fraud Detection
Quickchat AI,Conversation Design platform to build Al Assistants tailored to your…,https://quickchat.ai/,7.0,Summer 2018,"Warsaw, Masovian Voivodeship, Poland",B2B,Artificial Intelligence; Chatbot; Conversational AI
Invopop,We help global software companies comply with local tax reporting ,https://www.invopop.com/,7.0,Winter 2023,"Madrid, Community of Madrid, Spain",B2B,FinOps; Fintech; Compliance
Compose.ai,Cut your writing time by 40% with AI-powered autocomplete,https://compose.ai,7.0,Winter 2021,"San Francisco, CA, USA; Remote",B2B,Artificial Intelligence; NLP; Email
Yummy Future,We build robotic workforces for the food & beverage industry.,https://yummy-future.com,7.0,Summer 2019,"Champaign, IL, USA",Industrials,Artificial Intelligence; Hard Tech; Hardware; Robotics; AI
Concourse,AI Agents for corporate finance teams,https://concourse.co/,7.0,Winter 2023,"New York, NY, USA",B2B,Artificial Intelligence; Fintech; SaaS; B2B; AI
Elevate (formerly Bloom),US based USD accounts for non-US residents ,https://www.elevatepay.co,7.0,Winter 2022,"Dubai, Dubai, United Arab Emirates",Fintech,Fintech; Payments; Consumer; Neobank
Sameday,The leading AI workforce for the trades.,https://www.gosameday.com/,7.0,Winter 2023,"Lehi, UT, USA",B2B,Generative AI; B2B; Sales Enablement; Automation; AI
Superbar,Sales AI for your Website,http://www.superbar.ai,7.0,Summer 2022,"Toronto, ON, Canada; Remote",B2B,SaaS; B2B; Marketing; Enterprise
Unbound,Use AI tools without fear of data leakage,https://getunbound.ai/,7.0,Summer 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; Privacy; Cybersecurity; Data Labeling
Quadrant Health,Analyzing EHR and messaging data to predict disease before it occurs.,https://quadrant.health,7.0,Winter 2021,"New York, NY, USA; Remote",Healthcare,SaaS; Healthcare IT; AI
Dex,Dex is a personal CRM that reminds you to keep in touch with the…,https://getdex.com,7.0,Summer 2019,"San Francisco, CA, USA; Remote",Consumer,SaaS; Productivity; CRM
Vinci Games,Creating genre-defining multiplayer VR games.,https://ruffnauts.com/,7.0,Summer 2022,"Berkeley, CA, USA; Remote",Consumer,Virtual Reality; Consumer; Gaming; Metaverse
Open,Enterprise AI customer support,https://open.cx,7.0,Winter 2024,"San Francisco, CA, USA; Remote",B2B,Generative AI; Customer Service; Customer Support; Conversational AI; AI Assistant
Unthread,Agentic service management in Slack,https://unthread.io,7.0,Summer 2022,"New York, NY, USA",B2B,SaaS; B2B; Customer Support; AI
Shape (ShapeScale),ShapeScale is a personal 3D scanner and fitness tracker that…,https://shapescale.com,7.0,Summer 2015,"San Francisco, CA, USA",Consumer,Hardware; Computer Vision; Consumer Health Services
AIVideo.com,The all in one tool for AI powered video production,https://aivideo.com,7.0,Summer 2023,Remote,B2B,
Wolfia,"We help security, legal and sales teams answer customer questions",https://wolfia.com,7.0,Summer 2022,"Austin, TX, USA; Remote",B2B,Generative AI; Security; Sales; LegalTech
Venta AI,The compliant AI colleague for sales teams in Europe,https://www.getventa.ai,7.0,Summer 2023,,B2B,Artificial Intelligence; Sales
Metis,Infrastructure to build reliable agents,https://withmetis.ai,7.0,Summer 2025,"San Francisco, CA, USA; Remote",B2B,
Narrative,AI-powered QA testing platform,https://www.trynarrative.com/,7.0,Winter 2023,"San Francisco, CA, USA",B2B,Artificial Intelligence; SaaS; B2B; Logistics
Crew,Next Gen ATS/CRM for Modern Recruitment Agencies,https://crew.work/,6.0,Summer 2021,"Paris, Île-de-France, France; Remote",B2B,Recruiting; Sales Enablement; Talent Acquisition; CRM
Reacher,We automate creator marketing for the world's largest brands,https://reacherapp.com/,6.0,Summer 2025,"San Francisco, CA, USA; Remote",B2B,Artificial Intelligence; B2B; E-commerce; Creator Economy
Zeit AI,From data to enterprise insights in just a few words.,https://zeit-ai.com/,6.0,Summer 2024,,B2B,
Agapé,"Feel close, even when apart. One meaningful conversation at a time.",https://www.getdailyagape.com,6.0,Summer 2021,"Rochester, NY, USA; Remote",Healthcare,Health & Wellness
Dot,Chat with your Data Warehouse,https://getdot.ai,6.0,Summer 2021,"Berlin, Berlin, Germany; Heidelberg, BW, Germany; Remote",B2B,Artificial Intelligence; SaaS; B2B; Analytics; Enterprise
Pocket,The world's best AI note-taking device and app,https://heypocket.com/,6.0,Winter 2026,,Consumer,
Powder,AI Agents for precise document analysis,https://www.powderfi.com/,6.0,Winter 2024,,Fintech,
LunaJoy Health,"AI-powered scalable infrastructure + mental health services, starting…",http://HelloLunaJoy.com,6.0,Winter 2022,"Atlanta, GA, USA",Healthcare,Mental Health Tech; Digital Health; Femtech
Saphira AI,Vanta for Hardware,https://saphira.ai,6.0,Summer 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; Hardware; Robotics; Compliance; Enterprise
OneText,Frictionless payments via SMS,https://onetext.com,6.0,Winter 2023,"San Jose, CA, USA; San Francisco, CA, USA; Remote",Fintech,Fintech; Payments; Consumer; B2B; E-commerce
Airhart Aeronautics,Airplanes anyone can fly,https://www.airhartaero.com/,6.0,Summer 2022,"Long Beach, CA, USA",Industrials,Airplanes; Aerospace
Corgea,"Corgea finds, and fixes insecure code and packages autonomously. ",https://www.corgea.com/,6.0,Summer 2023,"San Francisco, CA, USA",B2B,Developer Tools; SaaS; Security; Cybersecurity; AI
Surface Labs,Building the AI-powered marketing ops platform that turns website…,https://withsurface.com,6.0,Summer 2023,"San Francisco, CA, USA",B2B,Artificial Intelligence; Sales; Marketing; Advertising; Conversational AI
Cargo,Build your GTM workforce,https://getcargo.io,6.0,Summer 2023,"San Francisco, CA, USA; Remote",B2B,
Centralize,The AI-powered deal collaboration platform for high ACV revenue teams,https://www.usecentralize.com/,6.0,Winter 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; SaaS; B2B; Sales; AI
Coperniq,Workflow software for solar & energy contractors ☀️😎,https://coperniq.io,6.0,Winter 2023,"San Francisco, CA, USA",B2B,SaaS; Solar Power; B2B; Climate; Renewable Energy
Mobius Materials,The spot market for semiconductors,https://www.mobiusmaterials.com,6.0,Summer 2020,"San Francisco, CA, USA",Industrials,Hardware; Manufacturing; Supply Chain; Semiconductors
WarpBuild,Accelerate software development with WarpBuild's 10x faster CI infra.,https://www.warpbuild.com,5.0,Summer 2021,"San Francisco, CA, USA; Remote",B2B,Developer Tools; Generative AI; SaaS; Productivity; DevOps
Attain,One-Stop Shop for Convenience Store Inventory,https://joinattain.com/,5.0,Winter 2022,"San Francisco, CA, USA",B2B,Marketplace; SaaS; B2B; Supply Chain; Food Tech
hud,Platform for building RL environments and evals ,https://www.hud.so,5.0,Winter 2025,"San Francisco, CA, USA",B2B,Artificial Intelligence; Reinforcement Learning
Minerva,AI native accounting firm,https://www.tryminerva.ai,5.0,Spring 2025,,B2B,
Lightmeter,Managed Sales Email Delivery For Cold Outreach,https://lightmeter.io,5.0,Winter 2022,"London, England, United Kingdom",B2B,Delivery; Sales; Email
Darsel,Chatbot teaching K12 math in developing countries,http://darsel.tech,5.0,Winter 2022,Remote,Education,AI-Enhanced Learning; Education; eLearning; Nonprofit
Eloquent AI,The AI Operator for Financial Services,https://www.eloquentai.co/,5.0,Spring 2025,"San Francisco, CA, USA",B2B,Fintech; B2B; Enterprise; AI
Kyber,"Instantly draft, review, and send complex regulatory notices.",https://askkyber.com,5.0,Winter 2023,"New York, NY, USA",B2B,Generative AI; SaaS; Insurance; Enterprise; Regtech
Bolna AI,Voice AI to enable India's next billion,https://bolna.ai,5.0,Fall 2025,"Bengaluru, KA, India",B2B,Artificial Intelligence; B2B; Infrastructure; Conversational AI
Magic Patterns,Go from idea to production with AI.,https://www.magicpatterns.com/,5.0,Winter 2023,"San Francisco, CA, USA",B2B,
Maywood,AI for M&A,https://maywoodai.com/,5.0,Winter 2026,"New York, NY, USA",Fintech,Fintech; Finance; B2B; AI
dili,Automating PWA Compliance and Diligence,https://www.dili.ai,5.0,Summer 2023,"New York, NY, USA",B2B,Fintech; B2B; Compliance; Energy; AI
Nowadays,AI co-pilot for corporate retreat and event planning,http://nowadays.ai/,5.0,Summer 2023,"San Francisco, CA, USA",B2B,Artificial Intelligence; B2B; Logistics; Marketing; AI
Protex AI,"Computer vision that makes the industrial workplace, safer",https://www.protex.ai,5.0,Summer 2021,"Limerick, County Limerick, Ireland",B2B,Industrial Workplace Safety; Machine Learning; B2B
Simbie AI,We get patients to their next appointment,http://www.simbie.ai,5.0,Summer 2023,"New York, NY, USA",Healthcare,Artificial Intelligence; SaaS; Health Tech
ProhostAI,AI Property Manager for Airbnb & Short-Term Rental Hosts,https://www.prohost.ai/,5.0,Summer 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; SaaS; B2B; Travel; AI Assistant
Educato,AI-Powered Worldwide exam-prep platform,https://www.educato.com/,5.0,Summer 2024,"San Francisco, CA, USA; Remote",Education,Education; Edtech; AI
Glasskube,"Software Distribution Platform for On-Prem, Kubernetes, Docker & BYOC",https://distr.sh/,5.0,Summer 2024,,B2B,
Same,Build products without coding,https://same.new,5.0,Winter 2024,"San Francisco, CA, USA",Consumer,Artificial Intelligence
Anara,AI for researchers,https://anara.com,5.0,Summer 2024,"San Francisco, CA, USA",B2B,Consumer; B2B; AI
Venu AI,Meet qualified leads in person by automating conference production,https://www.venu3d.com,5.0,Winter 2021,"San Jose, CA, USA; Remote",B2B,Artificial Intelligence; B2B; Community; Sales; Marketing
Starling,AI enabling digital urine diagnostics in the home,https://starlingmedical.com/,5.0,Winter 2022,"Houston, TX, USA",Healthcare,Machine Learning; Medical Devices; Digital Health
Beam,AI-Native Cloud Platform,https://beam.cloud,5.0,Winter 2022,"New York, NY, USA",B2B,Artificial Intelligence; Developer Tools; Open Source; Cloud Computing
Zep AI,Agent Context Is Hard. We Fixed It.,https://www.getzep.com/,5.0,Winter 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; Developer Tools; Infrastructure; Conversational AI; AI Assistant
Attack Capital,Access the start-up asset class with vetted private companies,https://attack.capital/,5.0,Winter 2022,"New York, NY, USA",B2B,AI
Lightly,Help ML teams label the right data,https://lightly.ai/,5.0,Summer 2021,"Zürich, ZH, Switzerland",B2B,Machine Learning; Data Labeling
Blaze,Global Venmo for cross border payments,https://blaze.money,5.0,Summer 2024,"Mexico City, CDMX, Mexico; Remote",Fintech,Fintech; Crypto / Web3; Payments; Finance; Travel
Upsolve AI,Embed GenBI in Your SaaS App,https://upsolve.ai/,5.0,Winter 2024,,B2B,Artificial Intelligence; Developer Tools; B2B; Analytics; Big Data
Morph,Models that improve coding agents,https://morphllm.com,5.0,Summer 2023,"San Francisco, CA, USA",B2B,Artificial Intelligence; Developer Tools; Generative AI; API; AI
VideoGen,AI that can create and edit professional videos,https://videogen.io,5.0,Summer 2024,,B2B,
JustAI,A modern workflow for lifecycle marketing,https://getjust.ai,5.0,Winter 2024,"San Francisco, CA, USA",B2B,Artificial Intelligence; Reinforcement Learning; Workflow Automation; Personalization; Marketing
